"","V1","V2","V3"
"","K10473","1","Haptophyta_K10473"
"","K10446","1","Haptophyta_K10446"
"","K06175","1","Haptophyta_K06175"
"","K13021","1","Haptophyta_K13021"
"","K07556","1","Haptophyta_K07556"
"","K02267","1","Haptophyta_K02267"
"","K12581","1","Haptophyta_K12581"
"","K06878","1","Haptophyta_K06878"
"","K00872","1","Haptophyta_K00872"
"","K09833","1","Haptophyta_K09833"
"","K04378","1","Haptophyta_K04378"
"","K12180","1","Haptophyta_K12180"
"","K02128","1","Haptophyta_K02128"
"","K01375","1","Haptophyta_K01375"
"","K08177","1","Haptophyta_K08177"
"","K01209","1","Haptophyta_K01209"
"","K10011","1","Haptophyta_K10011"
"","K00612","1","Haptophyta_K00612"
"","K04636","1","Haptophyta_K04636"
"","K05934","1","Haptophyta_K05934"
"","K10545","1","Haptophyta_K10545"
"","K04921","1","Haptophyta_K04921"
"","K04553","1","Haptophyta_K04553"
"","K09626","1","Haptophyta_K09626"
"","K10846","1","Haptophyta_K10846"
"","K01625","1","Haptophyta_K01625"
"","K10457","1","Haptophyta_K10457"
"","K13370","1","Haptophyta_K13370"
"","K00084","1","Haptophyta_K00084"
"","K04685","1","Haptophyta_K04685"
"","K15580","1","Haptophyta_K15580"
"","K12071","1","Haptophyta_K12071"
"","K16173","1","Haptophyta_K16173"
"","K17739","1","Haptophyta_K17739"
"","K17562","1","Haptophyta_K17562"
"","K17607","1","Haptophyta_K17607"
"","K06271","1","Haptophyta_K06271"
"","K09520","1","Haptophyta_K09520"
"","K00214","1","Haptophyta_K00214"
"","K13605","1","Haptophyta_K13605"
"","K09507","1","Ochrophyta_K09507"
"","K08150","1","Ochrophyta_K08150"
"","K05833","1","Ochrophyta_K05833"
"","K10534","1","Ochrophyta_K10534"
"","K08266","1","Ochrophyta_K08266"
"","K17092","1","Ochrophyta_K17092"
"","K13503","1","Ochrophyta_K13503"
"","K05665","1","Ochrophyta_K05665"
"","K05668","1","Ochrophyta_K05668"
"","K05673","1","Ochrophyta_K05673"
"","K05672","1","Ochrophyta_K05672"
"","K12585","1","Ochrophyta_K12585"
"","K02603","1","Ochrophyta_K02603"
"","K11992","1","Ochrophyta_K11992"
"","K16907","1","Ochrophyta_K16907"
"","K14823","1","Ochrophyta_K14823"
"","K06252","1","Ochrophyta_K06252"
"","K13184","1","Ochrophyta_K13184"
"","K00889","1","Ochrophyta_K00889"
"","K12490","1","Ochrophyta_K12490"
"","K08855","1","Ochrophyta_K08855"
"","K05795","1","Ochrophyta_K05795"
"","K04427","1","Ochrophyta_K04427"
"","K05791","1","Ochrophyta_K05791"
"","K04514","1","Ochrophyta_K04514"
"","K13166","1","Ochrophyta_K13166"
"","K14645","1","Ochrophyta_K14645"
"","K03183","1","Ochrophyta_K03183"
"","K01336","1","Ochrophyta_K01336"
"","K04787","1","Ochrophyta_K04787"
"","K08875","1","Ochrophyta_K08875"
"","K15687","1","Ochrophyta_K15687"
"","K00112","1","Ochrophyta_K00112"
"","K11726","1","Ochrophyta_K11726"
"","K10574","1","Ochrophyta_K10574"
"","K07393","1","Ochrophyta_K07393"
"","K02528","1","Ochrophyta_K02528"
"","K12118","1","Ochrophyta_K12118"
"","K16233","1","Ochrophyta_K16233"
"","K15378","1","Ochrophyta_K15378"
"","K12740","1","Ochrophyta_K12740"
"","K00856","1","Ochrophyta_K00856"
"","K08218","1","Ochrophyta_K08218"
"","K09820","1","Ochrophyta_K09820"
"","K02074","1","Ochrophyta_K02074"
"","K02180","1","Ochrophyta_K02180"
"","K10750","1","Ochrophyta_K10750"
"","K08149","1","Ochrophyta_K08149"
"","K09759","1","Ochrophyta_K09759"
"","K06668","1","Ochrophyta_K06668"
"","K12420","1","Ochrophyta_K12420"
"","K00641","1","Ochrophyta_K00641"
"","K10802","1","Ochrophyta_K10802"
"","K01930","1","Ochrophyta_K01930"
"","K02177","1","Ochrophyta_K02177"
"","K01770","1","Ochrophyta_K01770"
"","K12254","1","Ochrophyta_K12254"
"","K15103","1","Ochrophyta_K15103"
"","K01259","1","Ochrophyta_K01259"
"","K08252","1","Ochrophyta_K08252"
"","K10771","1","Ochrophyta_K10771"
"","K09550","1","Ochrophyta_K09550"
"","K16781","1","Ochrophyta_K16781"
"","K00849","1","Ochrophyta_K00849"
"","K02975","1","Ochrophyta_K02975"
"","K12613","1","Ochrophyta_K12613"
"","K04667","1","Ochrophyta_K04667"
"","K13566","1","Ochrophyta_K13566"
"","K13724","1","Ochrophyta_K13724"
"","K03085","1","Ochrophyta_K03085"
"","K12848","1","Ochrophyta_K12848"
"","K14431","1","Ochrophyta_K14431"
"","K01342","1","Ochrophyta_K01342"
"","K16733","1","Ochrophyta_K16733"
"","K11408","1","Ochrophyta_K11408"
"","K01837","1","Ochrophyta_K01837"
"","K12846","1","Ochrophyta_K12846"
"","K10688","1","Ochrophyta_K10688"
"","K07127","1","Ochrophyta_K07127"
"","K01218","1","Ochrophyta_K01218"
"","K00750","1","Ochrophyta_K00750"
"","K03294","1","Ochrophyta_K03294"
"","K03407","1","Ochrophyta_K03407"
"","K09861","1","Ochrophyta_K09861"
"","K15673","1","Ochrophyta_K15673"
"","K03950","1","Ochrophyta_K03950"
"","K00243","1","Ochrophyta_K00243"
"","K11598","1","Ochrophyta_K11598"
"","K07750","1","Ochrophyta_K07750"
"","K03000","1","Ochrophyta_K03000"
"","K05522","1","Ochrophyta_K05522"
"","K01590","1","Ochrophyta_K01590"
"","K16810","1","Ochrophyta_K16810"
"","K14399","1","Ochrophyta_K14399"
"","K11305","1","Ochrophyta_K11305"
"","K11170","1","Ochrophyta_K11170"
"","K07188","1","Ochrophyta_K07188"
"","K04764","1","Ochrophyta_K04764"
"","K06205","1","Ochrophyta_K06205"
"","K17606","1","Ochrophyta_K17606"
"","K07442","1","Ochrophyta_K07442"
"","K14949","1","Ochrophyta_K14949"
"","K07046","1","Ochrophyta_K07046"
"","K01520","1","Ochrophyta_K01520"
"","K07447","1","Ochrophyta_K07447"
"","K08987","1","Ochrophyta_K08987"
"","K10725","1","Ochrophyta_K10725"
"","K00309","1","Ochrophyta_K00309"
"","K02126","1","Ochrophyta_K02126"
"","K10704","1","Ochrophyta_K10704"
"","K00569","1","Ochrophyta_K00569"
"","K01914","1","Ochrophyta_K01914"
"","K14453","1","Ochrophyta_K14453"
"","K17680","1","Ochrophyta_K17680"
"","K05879","1","Ochrophyta_K05879"
"","K08064","1","Ochrophyta_K08064"
"","K05829","1","Ochrophyta_K05829"
"","K03025","1","Ochrophyta_K03025"
"","K09201","1","Ochrophyta_K09201"
"","K10105","1","Ochrophyta_K10105"
"","K05540","1","Rhodophyta_K05540"
"","K16570","1","Rhodophyta_K16570"
"","K10246","1","Rhodophyta_K10246"
"","K08729","1","Rhodophyta_K08729"
"","K08730","1","Rhodophyta_K08730"
"","K01238","1","Rhodophyta_K01238"
"","K11165","1","Rhodophyta_K11165"
"","K06188","1","Rhodophyta_K06188"
"","K12818","1","Rhodophyta_K12818"
"","K13117","1","Rhodophyta_K13117"
"","K14780","1","Rhodophyta_K14780"
"","K17299","1","Rhodophyta_K17299"
"","K00670","1","Rhodophyta_K00670"
"","K15456","1","Rhodophyta_K15456"
"","K12815","1","Rhodophyta_K12815"
"","K08056","1","Rhodophyta_K08056"
"","K04045","1","Rhodophyta_K04045"
"","K03515","1","Rhodophyta_K03515"
"","K03124","1","Rhodophyta_K03124"
"","K10900","1","Rhodophyta_K10900"
"","K00832","1","Rhodophyta_K00832"
"","K12890","1","Rhodophyta_K12890"
"","K14396","1","Rhodophyta_K14396"
"","K00213","1","Rhodophyta_K00213"
"","K11226","1","Rhodophyta_K11226"
"","K07185","1","Rhodophyta_K07185"
"","K00809","1","Rhodophyta_K00809"
"","K07101","1","Rhodophyta_K07101"
"","K13127","1","Rhodophyta_K13127"
"","K12776","1","Rhodophyta_K12776"
"","K12881","1","Rhodophyta_K12881"
"","K16815","1","Rhodophyta_K16815"
"","K13989","1","Rhodophyta_K13989"
"","K11885","1","Rhodophyta_K11885"
"","K00025","1","Rhodophyta_K00025"
"","K08008","1","Rhodophyta_K08008"
"","K00806","1","Rhodophyta_K00806"
"","K11778","1","Rhodophyta_K11778"
"","K15888","1","Rhodophyta_K15888"
"","K03246","1","Rhodophyta_K03246"
"","K12316","1","Rhodophyta_K12316"
"","K11833","1","Rhodophyta_K11833"
"","K15085","1","Rhodophyta_K15085"
"","K00891","1","Rhodophyta_K00891"
"","K02628","1","Rhodophyta_K02628"
"","K13571","1","Rhodophyta_K13571"
"","K00635","1","Rhodophyta_K00635"
"","K00637","1","Rhodophyta_K00637"
"","K01003","1","Rhodophyta_K01003"
"","K03417","1","Rhodophyta_K03417"
"","K00894","1","Rhodophyta_K00894"
"","K14156","1","Rhodophyta_K14156"
"","K09352","1","Rhodophyta_K09352"
"","K12139","1","Rhodophyta_K12139"
"","K13102","1","Rhodophyta_K13102"
"","K01519","1","Rhodophyta_K01519"
"","K07342","1","Rhodophyta_K07342"
"","K00922","1","Rhodophyta_K00922"
"","K00923","1","Rhodophyta_K00923"
"","K03857","1","Rhodophyta_K03857"
"","K13447","1","Rhodophyta_K13447"
"","K07864","1","Rhodophyta_K07864"
"","K00921","1","Rhodophyta_K00921"
"","K10657","1","Rhodophyta_K10657"
"","K04466","1","Rhodophyta_K04466"
"","K00911","1","Rhodophyta_K00911"
"","K07756","1","Rhodophyta_K07756"
"","K00710","1","Sarcomastigophora_K00710"
"","K13981","1","Sarcomastigophora_K13981"
"","K01639","1","Sarcomastigophora_K01639"
"","K05128","1","Sarcomastigophora_K05128"
"","K17260","1","Sarcomastigophora_K17260"
"","K05090","1","Sarcomastigophora_K05090"
"","K01228","1","Sarcomastigophora_K01228"
"","K02951","1","Sarcomastigophora_K02951"
"","K11824","1","Sarcomastigophora_K11824"
"","K16746","1","Sarcomastigophora_K16746"
"","K15172","1","Sarcomastigophora_K15172"
"","K17278","1","Sarcomastigophora_K17278"
"","K10421","1","Sarcomastigophora_K10421"
"","K15009","1","Sarcomastigophora_K15009"
"","K10901","1","Sarcomastigophora_K10901"
"","K12508","1","Sarcomastigophora_K12508"
"","K05521","1","Sarcomastigophora_K05521"
"","K03041","1","Sarcomastigophora_K03041"
"","K11855","1","Sarcomastigophora_K11855"
"","K12771","1","Sarcomastigophora_K12771"
"","K04116","1","Sarcomastigophora_K04116"
"","K10526","1","Sarcomastigophora_K10526"
"","K04762","1","Sarcomastigophora_K04762"
"","K08801","1","Sarcomastigophora_K08801"
"","K00976","1","Sarcomastigophora_K00976"
"","K03560","1","Sarcomastigophora_K03560"
"","K01175","1","Sarcomastigophora_K01175"
"","K04063","1","Sarcomastigophora_K04063"
"","K02016","1","Sarcomastigophora_K02016"
"","K07303","1","Sarcomastigophora_K07303"
"","K14987","1","Sarcomastigophora_K14987"
"","K08227","1","Sarcomastigophora_K08227"
"","K16089","1","Sarcomastigophora_K16089"
"","K02504","1","Sarcomastigophora_K02504"
"","K12276","1","Sarcomastigophora_K12276"
"","K00001","1","Sarcomastigophora_K00001"
"","K02015","1","Sarcomastigophora_K02015"
"","K10823","1","Sarcomastigophora_K10823"
"","K12372","1","Sarcomastigophora_K12372"
"","K13894","1","Sarcomastigophora_K13894"
"","K13896","1","Sarcomastigophora_K13896"
"","K06886","1","Sarcomastigophora_K06886"
"","K12262","1","Sarcomastigophora_K12262"
"","K02300","1","Sarcomastigophora_K02300"
"","K07640","1","Sarcomastigophora_K07640"
"","K17579","1","Sarcomastigophora_K17579"
"","K05711","1","Sarcomastigophora_K05711"
"","K07753","1","Sarcomastigophora_K07753"
"","K09189","1","Sarcomastigophora_K09189"
"","K05548","1","Sarcomastigophora_K05548"
"","K14497","1","Sarcomastigophora_K14497"
"","K15264","1","Sarcomastigophora_K15264"
"","K00994","1","Sarcomastigophora_K00994"
"","K12365","1","Sarcomastigophora_K12365"
"","K03198","1","Sarcomastigophora_K03198"
"","K07344","1","Sarcomastigophora_K07344"
"","K10927","1","Sarcomastigophora_K10927"
"","K06695","1","Sarcomastigophora_K06695"
"","K01103","1","Sarcomastigophora_K01103"
"","K06881","1","Sarcomastigophora_K06881"
"","K00987","1","Sarcomastigophora_K00987"
"","K14005","1","Sarcomastigophora_K14005"
"","K05385","1","Crocosphaera_K05385"
"","K02711","1","High-light Pro_K02711"
"","K05369","1","Crocosphaera_K05369"
"","K02919","1","High-light Pro_K02919"
"","K03043","1","SAR11_K03043"
"","K03469","1","High-light Pro_K03469"
"","K03495","1","High-light Pro_K03495"
"","K08698","1","Crocosphaera_K08698"
"","K00820","1","Crocosphaera_K00820"
"","K01924","1","Crocosphaera_K01924"
"","K09772","1","Crocosphaera_K09772"
"","K05574","1","High-light Pro_K05574"
"","K05379","1","Crocosphaera_K05379"
"","K02523","1","SAR11_K02523"
"","K07167","1","SAR92_K07167"
"","K08697","1","Crocosphaera_K08697"
"","K08696","1","Crocosphaera_K08696"
"","K17892","1","Crocosphaera_K17892"
"","K05383","1","Crocosphaera_K05383"
"","K00690","1","High-light Pro_K00690"
"","K06966","1","High-light Pro_K06966"
"","K02050","1","Other Alphaproteobacteria_K02050"
"","K00262","1","Crocosphaera_K00262"
"","K02003","1","High-light Pro_K02003"
"","K00124","1","SAR116_K00124"
"","K11749","1","SAR92_K11749"
"","K02290","1","Crocosphaera_K02290"
"","K02377","1","Crocosphaera_K02377"
"","K07397","1","Other Gammaproteobacteria_K07397"
"","K00975","1","Crocosphaera_K00975"
"","K03075","1","Crocosphaera_K03075"
"","K15034","1","High-light Pro_K15034"
"","K03060","1","High-light Pro_K03060"
"","K02096","1","Crocosphaera_K02096"
"","K13693","1","High-light Pro_K13693"
"","K11532","1","Crocosphaera_K11532"
"","K02094","1","Cyanothece_K02094"
"","K07027","1","High-light Pro_K07027"
"","K02591","1","Crocosphaera_K02591"
"","K03737","1","Crocosphaera_K03737"
"","K02092","1","Crocosphaera_K02092"
"","K02586","1","Crocosphaera_K02586"
"","K00256","1","Other Alphaproteobacteria_K00256"
"","K11180","1","Other Gammaproteobacteria_K11180"
"","K02722","1","High-light Pro_K02722"
"","K03100","1","High-light Pro_K03100"
"","K00677","1","Crocosphaera_K00677"
"","K01000","1","Crocosphaera_K01000"
"","K05378","1","Crocosphaera_K05378"
"","K18814","1","Crocosphaera_K18814"
"","K17223","1","Roseobacter_K17223"
"","K01501","1","High-light Pro_K01501"
"","K01679","1","Crocosphaera_K01679"
"","K00241","1","Crocosphaera_K00241"
"","K14469","1","OM60/NOR5_K14469"
"","K00789","1","Crocosphaera_K00789"
"","K15012","1","SAR11_K15012"
"","K01784","1","Crocosphaera_K01784"
"","K03786","1","Crocosphaera_K03786"
"","K00174","1","SAR86_K00174"
"","K02404","1","SAR92_K02404"
"","K04084","1","SAR86_K04084"
"","K01589","1","High-light Pro_K01589"
"","K03555","1","High-light Pro_K03555"
"","K17321","1","SAR11_K17321"
"","K02093","1","Crocosphaera_K02093"
"","K05582","1","Crocosphaera_K05582"
"","K02595","1","Crocosphaera_K02595"
"","K03581","1","High-light Pro_K03581"
"","K02720","1","Crocosphaera_K02720"
"","K07334","1","Crocosphaera_K07334"
"","K05577","1","High-light Pro_K05577"
"","K02594","1","Crocosphaera_K02594"
"","K18588","1","SAR11_K18588"
"","K00860","1","OM60/NOR5_K00860"
"","K04047","1","Roseobacter_K04047"
"","K04567","1","Crocosphaera_K04567"
"","K00036","1","--_K00036"
"","K05380","1","Crocosphaera_K05380"
"","K02499","1","--_K02499"
"","K01007","1","Crocosphaera_K01007"
"","K01480","1","High-light Pro_K01480"
"","K02294","1","High-light Pro_K02294"
"","K01406","1","SAR86_K01406"
"","K00930","1","Crocosphaera_K00930"
"","K11954","1","Crocosphaera_K11954"
"","K02314","1","High-light Pro_K02314"
"","K16149","1","High-light Pro_K16149"
"","K02587","1","Crocosphaera_K02587"
"","K01775","1","Crocosphaera_K01775"
"","K02009","1","Crocosphaera_K02009"
"","K00818","1","Crocosphaera_K00818"
"","K01885","1","Crocosphaera_K01885"
"","K00639","1","Flavobacteriia_K00639"
"","K01433","1","High-light Pro_K01433"
"","K03517","1","SAR11_K03517"
"","K17836","1","Crocosphaera_K17836"
"","K03980","1","SAR11_K03980"
"","K04042","1","Crocosphaera_K04042"
"","K00737","1","SAR11_K00737"
"","K04759","1","Crocosphaera_K04759"
"","K02585","1","Crocosphaera_K02585"
"","K02596","1","Crocosphaera_K02596"
"","K00788","1","Crocosphaera_K00788"
"","K07302","1","Other Alphaproteobacteria_K07302"
"","K03924","1","SAR92_K03924"
"","K00075","1","Crocosphaera_K00075"
"","K01969","1","Other Alphaproteobacteria_K01969"
"","K02196","1","SAR11_K02196"
"","K00696","1","High-light Pro_K00696"
"","K02593","1","Crocosphaera_K02593"
"","K06281","1","Crocosphaera_K06281"
"","K09774","1","Crocosphaera_K09774"
"","K02434","1","High-light Pro_K02434"
"","K11179","1","Other Gammaproteobacteria_K11179"
"","K10563","1","High-light Pro_K10563"
"","K04763","1","Crocosphaera_K04763"
"","K00794","1","High-light Pro_K00794"
"","K01469","1","Other Alphaproteobacteria_K01469"
"","K11334","1","Roseobacter_K11334"
"","K06167","1","SAR11_K06167"
"","K01255","1","Crocosphaera_K01255"
"","K01551","1","Crocosphaera_K01551"
"","K00966","1","Crocosphaera_K00966"
"","K02032","1","High-light Pro_K02032"
"","K01940","1","Crocosphaera_K01940"
"","K01206","1","Firmicutes_K01206"
"","K05337","1","High-light Pro_K05337"
"","K03464","1","Cyanothece_K03464"
"","K02710","1","High-light Pro_K02710"
"","K13893","1","Roseobacter_K13893"
"","K00395","1","SAR11_K00395"
"","K02160","1","Crocosphaera_K02160"
"","K00651","1","High-light Pro_K00651"
"","K13292","1","High-light Pro_K13292"
"","K08309","1","Crocosphaera_K08309"
"","K07160","1","SAR11-like_K07160"
"","K00951","1","High-light Pro_K00951"
"","K01710","1","Crocosphaera_K01710"
"","K07769","1","High-light Pro_K07769"
"","K13992","1","Roseobacter_K13992"
"","K05386","1","Crocosphaera_K05386"
"","K02261","1","Eukaryota_K02261"
"","K10552","1","SAR11-like_K10552"
"","K01057","1","Crocosphaera_K01057"
"","K01491","1","Crocosphaera_K01491"
"","K08479","1","Crocosphaera_K08479"
"","K17226","1","SAR116_K17226"
"","K02097","1","Crocosphaera_K02097"
"","K18989","1","SAR11-like_K18989"
"","K11181","1","Other Gammaproteobacteria_K11181"
"","K11335","1","Roseobacter_K11335"
"","K06443","1","SAR324_K06443"
"","K17108","1","Crocosphaera_K17108"
"","K08744","1","SAR11_K08744"
"","K10559","1","Other Alphaproteobacteria_K10559"
"","K00830","1","High-light Pro_K00830"
"","K02040","1","Crocosphaera_K02040"
"","K02288","1","Crocosphaera_K02288"
"","K03856","1","Crocosphaera_K03856"
"","K13282","1","Crocosphaera_K13282"
"","K09001","1","Crocosphaera_K09001"
"","K09942","1","Crocosphaera_K09942"
"","K03641","1","SAR11_K03641"
"","K03496","1","Crocosphaera_K03496"
"","K02643","1","Crocosphaera_K02643"
"","K02392","1","SAR92_K02392"
"","K01704","1","High-light Pro_K01704"
"","K07978","1","High-light Pro_K07978"
"","K15383","1","High-light Pro_K15383"
"","K19416","1","SAR324_K19416"
"","K06444","1","High-light Pro_K06444"
"","K03218","1","SAR11_K03218"
"","K00018","1","SAR11_K00018"
"","K05275","1","High-light Pro_K05275"
"","K09844","1","OM60/NOR5_K09844"
"","K00973","1","Crocosphaera_K00973"
"","K02909","1","Eukaryota_K02909"
"","K05366","1","High-light Pro_K05366"
"","K00088","1","Crocosphaera_K00088"
"","K08481","1","Crocosphaera_K08481"
"","K04072","1","Crocosphaera_K04072"
"","K01560","1","SAR11_K01560"
"","K01756","1","Crocosphaera_K01756"
"","K02834","1","High-light Pro_K02834"
"","K01814","1","Crocosphaera_K01814"
"","K11333","1","Roseobacter_K11333"
"","K01322","1","Crocosphaera_K01322"
"","K00014","1","High-light Pro_K00014"
"","K01657","1","SAR11_K01657"
"","K02631","1","Crocosphaera_K02631"
"","K00005","1","Crocosphaera_K00005"
"","K10716","1","Crocosphaera_K10716"
"","K07259","1","Crocosphaera_K07259"
"","K02437","1","High-light Pro_K02437"
"","K10236","1","Rivulariaceae_K10236"
"","K09118","1","Actinobacteria_K09118"
"","K19159","1","Crocosphaera_K19159"
"","K01921","1","High-light Pro_K01921"
"","K07235","1","Other Gammaproteobacteria_K07235"
"","K07814","1","Crocosphaera_K07814"
"","K06196","1","High-light Pro_K06196"
"","K02438","1","Crocosphaera_K02438"
"","K06995","1","High-light Pro_K06995"
"","K06381","1","Crocosphaera_K06381"
"","K03587","1","SAR92_K03587"
"","K11940","1","SAR11_K11940"
"","K01006","1","SAR11_K01006"
"","K02007","1","Crocosphaera_K02007"
"","K03806","1","OM60/NOR5_K03806"
"","K19003","1","Crocosphaera_K19003"
"","K00185","1","Flavobacteriia_K00185"
"","K01736","1","High-light Pro_K01736"
"","K18534","1","Crocosphaera_K18534"
"","K02064","1","SAR11-like_K02064"
"","K03624","1","Other Alphaproteobacteria_K03624"
"","K03563","1","Other Gammaproteobacteria_K03563"
"","K09471","1","Other Alphaproteobacteria_K09471"
"","K15509","1","SAR11_K15509"
"","K00772","1","High-light Pro_K00772"
"","K01893","1","Crocosphaera_K01893"
"","K07054","1","Crocosphaera_K07054"
"","K01633","1","High-light Pro_K01633"
"","K11325","1","High-light Pro_K11325"
"","K00648","1","Crocosphaera_K00648"
"","K11755","1","Crocosphaera_K11755"
"","K02408","1","SAR92_K02408"
"","K06883","1","Crocosphaera_K06883"
"","K00611","1","Crocosphaera_K00611"
"","K15736","1","Crocosphaera_K15736"
"","K03292","1","High-light Pro_K03292"
"","K03442","1","Crocosphaera_K03442"
"","K02640","1","Eukaryota_K02640"
"","K00525","1","Crocosphaera_K00525"
"","K00147","1","Crocosphaera_K00147"
"","K01740","1","High-light Pro_K01740"
"","K17222","1","Roseobacter_K17222"
"","K15598","1","SAR116_K15598"
"","K02657","1","Crocosphaera_K02657"
"","K02483","1","Crocosphaera_K02483"
"","K02428","1","High-light Pro_K02428"
"","K09928","1","Crocosphaera_K09928"
"","K03742","1","High-light Pro_K03742"
"","K10018","1","SAR11-like_K10018"
"","K01473","1","Other Alphaproteobacteria_K01473"
"","K02664","1","Crocosphaera_K02664"
"","K01139","1","SAR86_K01139"
"","K06888","1","Crocosphaera_K06888"
"","K00242","1","Actinobacteria_K00242"
"","K03271","1","Crocosphaera_K03271"
"","K03466","1","SAR92_K03466"
"","K02884","1","High-light Pro_K02884"
"","K00097","1","SAR11_K00097"
"","K03821","1","SAR116_K03821"
"","K00681","1","SAR86_K00681"
"","K08929","1","Roseobacter_K08929"
"","K01141","1","SAR11-like_K01141"
"","K01889","1","Crocosphaera_K01889"
"","K02838","1","Crocosphaera_K02838"
"","K19670","1","Roseobacter_K19670"
"","K02666","1","SAR11_K02666"
"","K01039","1","SAR116_K01039"
"","K03684","1","High-light Pro_K03684"
"","K09989","1","SAR86_K09989"
"","K01867","1","Crocosphaera_K01867"
"","K01147","1","High-light Pro_K01147"
"","K11603","1","Crocosphaera_K11603"
"","K00720","1","Crocosphaera_K00720"
"","K00652","1","High-light Pro_K00652"
"","K01693","1","High-light Pro_K01693"
"","K11159","1","Crocosphaera_K11159"
"","K15551","1","Other Alphaproteobacteria_K15551"
"","K13679","1","Crocosphaera_K13679"
"","K03153","1","High-light Pro_K03153"
"","K00988","1","High-light Pro_K00988"
"","K00441","1","Crocosphaera_K00441"
"","K01923","1","SAR92_K01923"
"","K02453","1","Other Gammaproteobacteria_K02453"
"","K00348","1","SAR92_K00348"
"","K01494","1","SAR92_K01494"
"","K19221","1","High-light Pro_K19221"
"","K03628","1","SAR11_K03628"
"","K07812","1","Other Alphaproteobacteria_K07812"
"","K05896","1","SAR92_K05896"
"","K02783","1","Firmicutes_K02783"
"","K00008","1","SAR116_K00008"
"","K02390","1","SAR92_K02390"
"","K14441","1","Crocosphaera_K14441"
"","K03210","1","SAR116_K03210"
"","K10019","1","SAR11_K10019"
"","K04651","1","Crocosphaera_K04651"
"","K03608","1","High-light Pro_K03608"
"","K11688","1","SAR116_K11688"
"","K06972","1","SAR86_K06972"
"","K02066","1","High-light Pro_K02066"
"","K02422","1","SAR92_K02422"
"","K05572","1","Crocosphaera_K05572"
"","K01621","1","Crocosphaera_K01621"
"","K18473","1","SAR92_K18473"
"","K06136","1","Other Alphaproteobacteria_K06136"
"","K03273","1","Crocosphaera_K03273"
"","K01299","1","Roseobacter_K01299"
"","K02592","1","Crocosphaera_K02592"
"","K01920","1","SAR11_K01920"
"","K07499","1","--_K07499"
"","K07390","1","SAR116_K07390"
"","K03932","1","SAR92_K03932"
"","K00595","1","High-light Pro_K00595"
"","K02698","1","High-light Pro_K02698"
"","K02622","1","SAR86_K02622"
"","K17236","1","--_K17236"
"","K00937","1","Crocosphaera_K00937"
"","K02341","1","High-light Pro_K02341"
"","K14981","1","SAR11_K14981"
"","K00790","1","Crocosphaera_K00790"
"","K02687","1","Crocosphaera_K02687"
"","K06147","1","Other Alphaproteobacteria_K06147"
"","K02393","1","SAR92_K02393"
"","K03179","1","High-light Pro_K03179"
"","K02033","1","Crocosphaera_K02033"
"","K03610","1","Crocosphaera_K03610"
"","K13482","1","SAR11-like_K13482"
"","K01653","1","Crocosphaera_K01653"
"","K02529","1","SAR116_K02529"
"","K18138","1","Other Alphaproteobacteria_K18138"
"","K04655","1","Crocosphaera_K04655"
"","K00748","1","Crocosphaera_K00748"
"","K02435","1","Crocosphaera_K02435"
"","K00349","1","Marinimicrobia_K00349"
"","K00796","1","High-light Pro_K00796"
"","K01414","1","Crocosphaera_K01414"
"","K03593","1","Other Gammaproteobacteria_K03593"
"","K07157","1","Roseobacter_K07157"
"","K02338","1","SAR11-like_K02338"
"","K03519","1","SAR116_K03519"
"","K12267","1","SAR86_K12267"
"","K00989","1","--_K00989"
"","K03439","1","High-light Pro_K03439"
"","K05384","1","Crocosphaera_K05384"
"","K04562","1","SAR92_K04562"
"","K00479","1","SAR92_K00479"
"","K03743","1","--_K03743"
"","K02000","1","SAR11-like_K02000"
"","K02387","1","Other Gammaproteobacteria_K02387"
"","K02011","1","High-light Pro_K02011"
"","K09969","1","Crocosphaera_K09969"
"","K01879","1","Crocosphaera_K01879"
"","K03582","1","High-light Pro_K03582"
"","K00254","1","Other Gammaproteobacteria_K00254"
"","K00703","1","Crocosphaera_K00703"
"","K02233","1","Crocosphaera_K02233"
"","K01892","1","SAR116_K01892"
"","K03418","1","Other Alphaproteobacteria_K03418"
"","K00133","1","High-light Pro_K00133"
"","K03338","1","SAR116_K03338"
"","K10547","1","Other Alphaproteobacteria_K10547"
"","K00940","1","Other Gammaproteobacteria_K00940"
"","K02409","1","SAR92_K02409"
"","K10943","1","SAR92_K10943"
"","K03583","1","High-light Pro_K03583"
"","K03154","1","High-light Pro_K03154"
"","K02655","1","SAR11_K02655"
"","K06991","1","SAR116_K06991"
"","K05370","1","Crocosphaera_K05370"
"","K01497","1","OM60/NOR5_K01497"
"","K03335","1","SAR11-like_K03335"
"","K03047","1","Rivulariaceae_K03047"
"","K09815","1","Euryarchaeota_K09815"
"","K03981","1","SAR92_K03981"
"","K01868","1","Other Alphaproteobacteria_K01868"
"","K00346","1","SAR86_K00346"
"","K03621","1","High-light Pro_K03621"
"","K09882","1","Roseobacter_K09882"
"","K02500","1","Crocosphaera_K02500"
"","K01866","1","Roseobacter_K01866"
"","K15512","1","SAR116_K15512"
"","K00823","1","Firmicutes_K00823"
"","K01690","1","Roseobacter_K01690"
"","K03590","1","SAR86_K03590"
"","K17675","1","SAR11_K17675"
"","K05580","1","Crocosphaera_K05580"
"","K19170","1","Crocosphaera_K19170"
"","K02518","1","--_K02518"
"","K09826","1","Other Gammaproteobacteria_K09826"
