"","taxon","kegg_KO","signal_ID","cluster","silhouette_width","neighbor_cluster","signal","name_short","name","pathway","taxon_group","notes"
"2661","Haptophyta","K01899",4493,"Dusk",0.421495730176428,"Afternoon","Haptophyta_K01899",NA,NA,NA,"eukaryotic",""
"2662","Haptophyta","K05607",5126,"Dusk",0.329929055157477,"Night","Haptophyta_K05607",NA,NA,NA,"eukaryotic",""
"2663","Haptophyta","K17263",4691,"Dusk",0.309893969749243,"Afternoon","Haptophyta_K17263",NA,NA,NA,"eukaryotic",""
"2664","Haptophyta","K11727",4388,"Dusk",0.333630496151165,"Night","Haptophyta_K11727",NA,NA,NA,"eukaryotic",""
"2665","Haptophyta","K10576",4860,"Dusk",0.145800538913509,"Afternoon","Haptophyta_K10576",NA,NA,NA,"eukaryotic",""
"2666","Haptophyta","K03039",4683,"Dusk",0.206697178922942,"Afternoon","Haptophyta_K03039",NA,NA,NA,"eukaryotic",""
"2667","Haptophyta","K00432",3189,"Morning",0.135923236120012,"Night","Haptophyta_K00432","gpx"," glutathione peroxidase [EC:1.11.1.9]","Glutathione metabolism","eukaryotic",""
"2668","Haptophyta","K00390",3151,"Morning",0.264893382868717,"Night","Haptophyta_K00390","cysH"," phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","Sulfur metabolism","eukaryotic",""
"2669","Haptophyta","K00632",4529,"Dusk",0.417920121220011,"Afternoon","Haptophyta_K00632","fadA, fadI"," acetyl-CoA acyltransferase [EC:2.3.1.16]","Fatty acid degradation","eukaryotic",""
"2670","Haptophyta","K03062",4578,"Dusk",0.314463509539978,"Afternoon","Haptophyta_K03062",NA,NA,NA,"eukaryotic",""
"2671","Haptophyta","K06689",4562,"Dusk",0.144297578460833,"Afternoon","Haptophyta_K06689",NA,NA,NA,"eukaryotic",""
"2672","Haptophyta","K08572",4924,"Dusk",0.405632121609663,"Afternoon","Haptophyta_K08572",NA,NA,NA,"eukaryotic",""
"2673","Haptophyta","K03420",4418,"Dusk",0.129862997694461,"Afternoon","Haptophyta_K03420",NA,NA,NA,"eukaryotic",""
"2674","Haptophyta","K14171",690,"Night",0.217368158086656,"Morning","Haptophyta_K14171",NA,NA,NA,"eukaryotic",""
"2675","Haptophyta","K00063",5179,"Dusk",0.25622218243817,"Afternoon","Haptophyta_K00063",NA,NA,NA,"eukaryotic",""
"2676","Haptophyta","K13606",1766,"Afternoon",-0.00774616115764261,"Morning","Haptophyta_K13606",NA,NA,NA,"eukaryotic",""
"2677","Haptophyta","K03697",1773,"Afternoon",0.276132110023769,"Dusk","Haptophyta_K03697",NA,NA,NA,"eukaryotic",""
"2678","Haptophyta","K00264",5014,"Dusk",0.23570513641237,"Afternoon","Haptophyta_K00264",NA,NA,NA,"eukaryotic",""
"2679","Haptophyta","K00428",628,"Night",0.158552233804357,"Dusk","Haptophyta_K00428",NA,NA,NA,"eukaryotic",""
"2680","Haptophyta","K05849",4357,"Dusk",0.25264692043971,"Night","Haptophyta_K05849",NA,NA,NA,"eukaryotic",""
"2681","Haptophyta","K03676",1813,"Afternoon",0.000851284114394255,"Morning","Haptophyta_K03676","grxC, GLRX, GLRX2"," glutaredoxin 3","[]","eukaryotic",""
"2682","Haptophyta","K02872",5007,"Dusk",0.325300522510241,"Afternoon","Haptophyta_K02872",NA,NA,NA,"eukaryotic",""
"2683","Haptophyta","K03521",4755,"Dusk",0.437537305952005,"Afternoon","Haptophyta_K03521","fixA, etfB"," electron transfer flavoprotein beta subunit","[]","eukaryotic",""
"2684","Haptophyta","K07827",5095,"Dusk",0.297285289588759,"Afternoon","Haptophyta_K07827",NA,NA,NA,"eukaryotic",""
"2685","Haptophyta","K06878",1849,"Afternoon",0.0324039233333037,"Dusk","Haptophyta_K06878",NA,NA,NA,"eukaryotic",""
"2686","Haptophyta","K09527",4393,"Dusk",0.305158199126796,"Afternoon","Haptophyta_K09527",NA,NA,NA,"eukaryotic",""
"2687","Haptophyta","K12858",4612,"Dusk",0.153562904539368,"Afternoon","Haptophyta_K12858",NA,NA,NA,"eukaryotic",""
"2688","Haptophyta","K04077",4573,"Dusk",0.0538971461213047,"Night","Haptophyta_K04077","groEL, HSPD1"," chaperonin GroEL","RNA degradation","eukaryotic",""
"2689","Haptophyta","K09491",1761,"Afternoon",0.158353833262392,"Dusk","Haptophyta_K09491",NA,NA,NA,"eukaryotic",""
"2690","Haptophyta","K08324",1816,"Afternoon",0.0288002652460586,"Dusk","Haptophyta_K08324",NA,NA,NA,"eukaryotic",""
"2691","Haptophyta","K07568",3235,"Morning",0.0947497557567491,"Afternoon","Haptophyta_K07568","queA"," S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]","[]","eukaryotic",""
"2692","Haptophyta","K02974",4970,"Dusk",0.350436971118338,"Night","Haptophyta_K02974",NA,NA,NA,"eukaryotic",""
"2693","Haptophyta","K02877",4559,"Dusk",0.387379271996521,"Afternoon","Haptophyta_K02877",NA,NA,NA,"eukaryotic",""
"2694","Haptophyta","K00252",4380,"Dusk",0.173766488884531,"Afternoon","Haptophyta_K00252","GCDH, gcdH"," glutaryl-CoA dehydrogenase [EC:1.3.8.6]","Fatty acid degradation","eukaryotic",""
"2695","Haptophyta","K00666",1734,"Afternoon",-0.0193886628453606,"Dusk","Haptophyta_K00666","ACSF2"," fatty-acyl-CoA synthase [EC:6.2.1.-]","[]","eukaryotic",""
"2696","Haptophyta","K00334",4814,"Dusk",0.300084329304914,"Afternoon","Haptophyta_K00334","nuoE"," NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]","Oxidative phosphorylation","eukaryotic",""
"2697","Haptophyta","K00253",4381,"Dusk",0.343092728192549,"Afternoon","Haptophyta_K00253","IVD, ivd"," isovaleryl-CoA dehydrogenase [EC:1.3.8.4]","Valine, leucine and isoleucine degradation","eukaryotic",""
"2698","Haptophyta","K01455",5058,"Dusk",0.41759365687226,"Afternoon","Haptophyta_K01455","E3.5.1.49"," formamidase [EC:3.5.1.49]","Cyanoamino acid metabolism","eukaryotic",""
"2699","Haptophyta","K02209",5050,"Dusk",0.372987764966432,"Afternoon","Haptophyta_K02209",NA,NA,NA,"eukaryotic",""
"2700","Haptophyta","K00010",3140,"Morning",0.199508027820895,"Night","Haptophyta_K00010",NA,NA,NA,"eukaryotic",""
"2701","Haptophyta","K00927",3106,"Morning",0.324689864617399,"Night","Haptophyta_K00927","PGK, pgk"," phosphoglycerate kinase [EC:2.7.2.3]","Glycolysis / Gluconeogenesis","eukaryotic",""
"2702","Haptophyta","K02693",3114,"Morning",0.0197520866360697,"Afternoon","Haptophyta_K02693","psaE"," photosystem I subunit IV","Photosynthesis","eukaryotic",""
"2703","Haptophyta","K11091",4979,"Dusk",0.352919780829323,"Night","Haptophyta_K11091",NA,NA,NA,"eukaryotic",""
"2704","Haptophyta","K06179",3247,"Morning",0.119598985578094,"Afternoon","Haptophyta_K06179",NA,NA,NA,"eukaryotic",""
"2705","Haptophyta","K08956",1728,"Afternoon",0.042838363436405,"Morning","Haptophyta_K08956",NA,NA,NA,"eukaryotic",""
"2706","Haptophyta","K06942",5111,"Dusk",0.3040294808868,"Afternoon","Haptophyta_K06942","ychF"," ribosome-binding ATPase","Ribosome","eukaryotic",""
"2707","Haptophyta","K08959",4876,"Dusk",0.32396550724648,"Afternoon","Haptophyta_K08959",NA,NA,NA,"eukaryotic",""
"2708","Haptophyta","K08738",1800,"Afternoon",-0.0243736210409704,"Dusk","Haptophyta_K08738","CYC"," cytochrome c","Oxidative phosphorylation","eukaryotic",""
"2709","Haptophyta","K07962",4577,"Dusk",0.34448010404548,"Afternoon","Haptophyta_K07962",NA,NA,NA,"eukaryotic",""
"2710","Haptophyta","K06949",4969,"Dusk",0.281649276752883,"Afternoon","Haptophyta_K06949",NA,NA,NA,"eukaryotic",""
"2711","Haptophyta","K02613",3143,"Morning",0.223793390995292,"Night","Haptophyta_K02613","paaE"," ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE","Phenylalanine metabolism","eukaryotic",""
"2712","Haptophyta","K00338",4706,"Dusk",0.304058586640426,"Afternoon","Haptophyta_K00338","nuoI"," NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]","Oxidative phosphorylation","eukaryotic",""
"2713","Haptophyta","K03799",1783,"Afternoon",0.122765926194041,"Dusk","Haptophyta_K03799","htpX"," heat shock protein HtpX [EC:3.4.24.-]","[]","eukaryotic",""
"2714","Haptophyta","K10583",4957,"Dusk",0.25146226829635,"Night","Haptophyta_K10583",NA,NA,NA,"eukaryotic",""
"2715","Haptophyta","K11786",4486,"Dusk",0.37110080930778,"Night","Haptophyta_K11786",NA,NA,NA,"eukaryotic",""
"2716","Haptophyta","K01835",3115,"Morning",0.230317385953882,"Afternoon","Haptophyta_K01835","pgm"," phosphoglucomutase [EC:5.4.2.2]","Glycolysis / Gluconeogenesis","eukaryotic",""
"2717","Haptophyta","K08795",5145,"Dusk",0.203599099624104,"Afternoon","Haptophyta_K08795",NA,NA,NA,"eukaryotic",""
"2718","Haptophyta","K01426",5057,"Dusk",0.421201579766031,"Afternoon","Haptophyta_K01426","E3.5.1.4, amiE"," amidase [EC:3.5.1.4]","[]","eukaryotic",""
"2719","Haptophyta","K14436",4487,"Dusk",0.305219133826099,"Night","Haptophyta_K14436",NA,NA,NA,"eukaryotic",""
"2720","Haptophyta","K02871",657,"Night",0.106898207055189,"Morning","Haptophyta_K02871","RP-L13, MRPL13, rplM"," large subunit ribosomal protein L13","Ribosome","eukaryotic",""
"2721","Haptophyta","K00164",4560,"Dusk",0.379566816741317,"Afternoon","Haptophyta_K00164","OGDH, sucA"," 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]","Citrate cycle (TCA cycle)","eukaryotic",""
"2722","Haptophyta","K02372",3220,"Morning",0.0709548126876187,"Night","Haptophyta_K02372",NA,NA,NA,"eukaryotic",""
"2723","Haptophyta","K01841",1768,"Afternoon",0.133418058383379,"Dusk","Haptophyta_K01841",NA,NA,NA,"eukaryotic",""
"2724","Haptophyta","K02703",1772,"Afternoon",0.286207642162959,"Dusk","Haptophyta_K02703","psbA"," photosystem II P680 reaction center D1 protein [EC:1.10.3.9]","Photosynthesis","eukaryotic",""
"2725","Haptophyta","K03387",5071,"Dusk",0.128552862431754,"Afternoon","Haptophyta_K03387",NA,NA,NA,"eukaryotic",""
"2726","Haptophyta","K11341",1845,"Afternoon",0.139939971458593,"Dusk","Haptophyta_K11341",NA,NA,NA,"eukaryotic",""
"2727","Haptophyta","K09567",4426,"Dusk",0.339740190182053,"Afternoon","Haptophyta_K09567",NA,NA,NA,"eukaryotic",""
"2728","Haptophyta","K00547",1843,"Afternoon",0.143392529477341,"Morning","Haptophyta_K00547","mmuM, BHMT2"," homocysteine S-methyltransferase [EC:2.1.1.10]","Cysteine and methionine metabolism","eukaryotic",""
"2729","Haptophyta","K07942",4448,"Dusk",0.245747209741789,"Afternoon","Haptophyta_K07942",NA,NA,NA,"eukaryotic",""
"2730","Haptophyta","K07556",3249,"Morning",0.330327497489514,"Afternoon","Haptophyta_K07556",NA,NA,NA,"eukaryotic",""
"2731","Haptophyta","K12339",4658,"Dusk",0.254666954695479,"Afternoon","Haptophyta_K12339",NA,NA,NA,"eukaryotic",""
"2732","Haptophyta","K02888",5185,"Dusk",0.257884087106015,"Afternoon","Haptophyta_K02888","RP-L21, MRPL21, rplU"," large subunit ribosomal protein L21","Ribosome","eukaryotic",""
"2733","Haptophyta","K10359",4355,"Dusk",0.3987981267871,"Afternoon","Haptophyta_K10359",NA,NA,NA,"eukaryotic",""
"2734","Haptophyta","K00208",3184,"Morning",0.109690283575756,"Night","Haptophyta_K00208","fabI"," enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]","Fatty acid biosynthesis","eukaryotic",""
"2735","Haptophyta","K00560",5189,"Dusk",0.223440660915787,"Night","Haptophyta_K00560","thyA, TYMS"," thymidylate synthase [EC:2.1.1.45]","Pyrimidine metabolism","eukaryotic",""
"2736","Haptophyta","K00214",3260,"Morning",0.188545342787663,"Night","Haptophyta_K00214",NA,NA,NA,"eukaryotic",""
"2737","Haptophyta","K13179",4747,"Dusk",0.0885423108149264,"Night","Haptophyta_K13179",NA,NA,NA,"eukaryotic",""
"2738","Haptophyta","K04426",4867,"Dusk",0.082275163572638,"Afternoon","Haptophyta_K04426",NA,NA,NA,"eukaryotic",""
"2739","Haptophyta","K00218",3122,"Morning",0.138825915662942,"Afternoon","Haptophyta_K00218","por"," protochlorophyllide reductase [EC:1.3.1.33]","Porphyrin and chlorophyll metabolism","eukaryotic",""
"2740","Haptophyta","K01535",4751,"Dusk",0.247369174387332,"Afternoon","Haptophyta_K01535",NA,NA,NA,"eukaryotic",""
"2741","Haptophyta","K11446",650,"Night",0.0515761909263295,"Dusk","Haptophyta_K11446",NA,NA,NA,"eukaryotic",""
"2742","Haptophyta","K07394",687,"Night",0.00380873498218166,"Dusk","Haptophyta_K07394",NA,NA,NA,"eukaryotic",""
"2743","Haptophyta","K00514",3095,"Morning",0.283765927884468,"Afternoon","Haptophyta_K00514","ZDS, crtQ"," zeta-carotene desaturase [EC:1.3.5.6]","Carotenoid biosynthesis","eukaryotic",""
"2744","Haptophyta","K00387",667,"Night",0.236810335459695,"Dusk","Haptophyta_K00387",NA,NA,NA,"eukaryotic",""
"2745","Haptophyta","K10877",4505,"Dusk",0.352925305718971,"Night","Haptophyta_K10877",NA,NA,NA,"eukaryotic",""
"2746","Haptophyta","K11483",4666,"Dusk",0.30448195101724,"Afternoon","Haptophyta_K11483",NA,NA,NA,"eukaryotic",""
"2747","Haptophyta","K00814",3139,"Morning",0.208825260881099,"Afternoon","Haptophyta_K00814",NA,NA,NA,"eukaryotic",""
"2748","Haptophyta","K12734",4766,"Dusk",0.263266298242267,"Afternoon","Haptophyta_K12734",NA,NA,NA,"eukaryotic",""
"2749","Haptophyta","K10413",4347,"Dusk",0.334033056979518,"Night","Haptophyta_K10413",NA,NA,NA,"eukaryotic",""
"2750","Haptophyta","K00968",1831,"Afternoon",0.0567058604696169,"Dusk","Haptophyta_K00968",NA,NA,NA,"eukaryotic",""
"2751","Haptophyta","K00059",3165,"Morning",0.244052292765001,"Night","Haptophyta_K00059","fabG"," 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]","Fatty acid biosynthesis","eukaryotic",""
"2752","Haptophyta","K02727",5018,"Dusk",0.216772538331678,"Afternoon","Haptophyta_K02727",NA,NA,NA,"eukaryotic",""
"2753","Haptophyta","K02894",4541,"Dusk",0.379501161758356,"Afternoon","Haptophyta_K02894",NA,NA,NA,"eukaryotic",""
"2754","Haptophyta","K01875",4625,"Dusk",0.343072523007336,"Afternoon","Haptophyta_K01875","SARS, serS"," seryl-tRNA synthetase [EC:6.1.1.11]","Aminoacyl-tRNA biosynthesis","eukaryotic",""
"2755","Haptophyta","K07760",4687,"Dusk",0.345446387943036,"Night","Haptophyta_K07760",NA,NA,NA,"eukaryotic",""
"2756","Haptophyta","K02895",700,"Night",-0.00128181495308531,"Morning","Haptophyta_K02895","RP-L24, MRPL24, rplX"," large subunit ribosomal protein L24","Ribosome","eukaryotic",""
"2757","Haptophyta","K12275",4504,"Dusk",0.0927780750629978,"Night","Haptophyta_K12275",NA,NA,NA,"eukaryotic",""
"2758","Haptophyta","K07976",4519,"Dusk",0.353483844400659,"Afternoon","Haptophyta_K07976",NA,NA,NA,"eukaryotic",""
"2759","Haptophyta","K02635",1838,"Afternoon",0.238008435955089,"Dusk","Haptophyta_K02635","petB"," cytochrome b6","Photosynthesis","eukaryotic",""
"2760","Haptophyta","K04790",3086,"Morning",0.19935718221231,"Afternoon","Haptophyta_K04790",NA,NA,NA,"eukaryotic",""
"2761","Haptophyta","K02735",5191,"Dusk",0.261257313422097,"Afternoon","Haptophyta_K02735",NA,NA,NA,"eukaryotic",""
"2762","Haptophyta","K03030",4513,"Dusk",0.27092912957973,"Afternoon","Haptophyta_K03030",NA,NA,NA,"eukaryotic",""
"2763","Haptophyta","K10473",5205,"Dusk",0.280800418398246,"Night","Haptophyta_K10473",NA,NA,NA,"eukaryotic",""
"2764","Haptophyta","K10817",5155,"Dusk",0.248267315098469,"Night","Haptophyta_K10817",NA,NA,NA,"eukaryotic",""
"2765","Haptophyta","K01883",4429,"Dusk",0.199599184945901,"Afternoon","Haptophyta_K01883","CARS, cysS"," cysteinyl-tRNA synthetase [EC:6.1.1.16]","Aminoacyl-tRNA biosynthesis","eukaryotic",""
"2766","Haptophyta","K03033",4920,"Dusk",0.226120456340392,"Afternoon","Haptophyta_K03033",NA,NA,NA,"eukaryotic",""
"2767","Haptophyta","K03035",5022,"Dusk",0.294402421959164,"Afternoon","Haptophyta_K03035",NA,NA,NA,"eukaryotic",""
"2768","Haptophyta","K01371",5059,"Dusk",0.0659194539057209,"Night","Haptophyta_K01371",NA,NA,NA,"eukaryotic",""
"2769","Haptophyta","K14288",5148,"Dusk",0.283838420386851,"Afternoon","Haptophyta_K14288",NA,NA,NA,"eukaryotic",""
"2770","Haptophyta","K12317",4598,"Dusk",0.155987309765404,"Afternoon","Haptophyta_K12317",NA,NA,NA,"eukaryotic",""
"2771","Haptophyta","K06215",1795,"Afternoon",0.00913389157875494,"Dusk","Haptophyta_K06215",NA,NA,NA,"eukaryotic",""
"2772","Haptophyta","K06641",4641,"Dusk",0.449689916512654,"Afternoon","Haptophyta_K06641",NA,NA,NA,"eukaryotic",""
"2773","Haptophyta","K03038",4649,"Dusk",0.308561183578045,"Afternoon","Haptophyta_K03038",NA,NA,NA,"eukaryotic",""
"2774","Haptophyta","K00301",3229,"Morning",0.189319642763907,"Afternoon","Haptophyta_K00301",NA,NA,NA,"eukaryotic",""
"2775","Haptophyta","K03231",4375,"Dusk",0.230883316298706,"Afternoon","Haptophyta_K03231","EEF1A"," elongation factor 1-alpha","RNA transport","eukaryotic",""
"2776","Haptophyta","K02904",3158,"Morning",0.0384354878577364,"Night","Haptophyta_K02904","RP-L29, rpmC"," large subunit ribosomal protein L29","Ribosome","eukaryotic",""
"2777","Haptophyta","K00841",644,"Night",-0.0202559816216116,"Morning","Haptophyta_K00841",NA,NA,NA,"eukaryotic",""
"2778","Haptophyta","K03234",4799,"Dusk",0.311937303748971,"Afternoon","Haptophyta_K03234","EEF2"," elongation factor 2","[]","eukaryotic",""
"2779","Haptophyta","K00624",5109,"Dusk",0.37348871058658,"Night","Haptophyta_K00624",NA,NA,NA,"eukaryotic",""
"2780","Haptophyta","K04563",4685,"Dusk",0.333875853573392,"Night","Haptophyta_K04563",NA,NA,NA,"eukaryotic",""
"2781","Haptophyta","K02858",680,"Night",0.0594116789822237,"Morning","Haptophyta_K02858",NA,NA,NA,"eukaryotic",""
"2782","Haptophyta","K00311",4765,"Dusk",0.334655465695227,"Afternoon","Haptophyta_K00311","ETFDH"," electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]","[]","eukaryotic",""
"2783","Haptophyta","K06674",5099,"Dusk",0.120066488722337,"Night","Haptophyta_K06674",NA,NA,NA,"eukaryotic",""
"2784","Haptophyta","K06675",4868,"Dusk",0.221551842541323,"Night","Haptophyta_K06675",NA,NA,NA,"eukaryotic",""
"2785","Haptophyta","K16839",1796,"Afternoon",0.0434326054242701,"Morning","Haptophyta_K16839",NA,NA,NA,"eukaryotic",""
"2786","Haptophyta","K09500",4930,"Dusk",0.332263150543377,"Afternoon","Haptophyta_K09500",NA,NA,NA,"eukaryotic",""
"2787","Haptophyta","K12392",4405,"Dusk",0.306609059924353,"Afternoon","Haptophyta_K12392",NA,NA,NA,"eukaryotic",""
"2788","Haptophyta","K02146",5032,"Dusk",0.406275957874528,"Night","Haptophyta_K02146",NA,NA,NA,"eukaryotic",""
"2789","Haptophyta","K02302",5114,"Dusk",0.356255623116762,"Night","Haptophyta_K02302",NA,NA,NA,"eukaryotic",""
"2790","Haptophyta","K00323",5041,"Dusk",0.292928972894301,"Afternoon","Haptophyta_K00323",NA,NA,NA,"eukaryotic",""
"2791","Haptophyta","K03250",5069,"Dusk",0.285327361923018,"Afternoon","Haptophyta_K03250",NA,NA,NA,"eukaryotic",""
"2792","Haptophyta","K12394",4982,"Dusk",0.369447434532601,"Night","Haptophyta_K12394",NA,NA,NA,"eukaryotic",""
"2793","Haptophyta","K12395",4983,"Dusk",0.369447434532601,"Night","Haptophyta_K12395",NA,NA,NA,"eukaryotic",""
"2794","Haptophyta","K00859",5134,"Dusk",0.280980912429954,"Afternoon","Haptophyta_K00859","coaE"," dephospho-CoA kinase [EC:2.7.1.24]","Pantothenate and CoA biosynthesis","eukaryotic",""
"2795","Haptophyta","K06002",4929,"Dusk",0.354347188616847,"Night","Haptophyta_K06002",NA,NA,NA,"eukaryotic",""
"2796","Haptophyta","K00324",5042,"Dusk",0.245440909440401,"Afternoon","Haptophyta_K00324","pntA"," H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]","Nicotinate and nicotinamide metabolism","eukaryotic",""
"2797","Haptophyta","K03257",4557,"Dusk",0.27229526117118,"Afternoon","Haptophyta_K03257",NA,NA,NA,"eukaryotic",""
"2798","Haptophyta","K02155",4438,"Dusk",0.437090074458056,"Night","Haptophyta_K02155",NA,NA,NA,"eukaryotic",""
"2799","Haptophyta","K02936",4720,"Dusk",0.336314229400226,"Afternoon","Haptophyta_K02936","RP-L7Ae, RPL7A"," large subunit ribosomal protein L7Ae","Ribosome","eukaryotic",""
"2800","Haptophyta","K00605",3149,"Morning",0.176421982294933,"Afternoon","Haptophyta_K00605","gcvT, AMT"," aminomethyltransferase [EC:2.1.2.10]","Glyoxylate and dicarboxylate metabolism","eukaryotic",""
"2801","Haptophyta","K03672",4853,"Dusk",0.18370689057373,"Afternoon","Haptophyta_K03672",NA,NA,NA,"eukaryotic",""
"2802","Haptophyta","K03675",3188,"Morning",0.157991533490101,"Night","Haptophyta_K03675",NA,NA,NA,"eukaryotic",""
"2803","Haptophyta","K00325",5043,"Dusk",0.293363917392464,"Afternoon","Haptophyta_K00325","pntB"," H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1]","Nicotinate and nicotinamide metabolism","eukaryotic",""
"2804","Haptophyta","K11805",4349,"Dusk",0.217086625851551,"Afternoon","Haptophyta_K11805",NA,NA,NA,"eukaryotic",""
"2805","Haptophyta","K03681",3191,"Morning",0.0862385878807012,"Afternoon","Haptophyta_K03681",NA,NA,NA,"eukaryotic",""
"2806","Haptophyta","K02923",4976,"Dusk",0.285390636131686,"Afternoon","Haptophyta_K02923",NA,NA,NA,"eukaryotic",""
"2807","Haptophyta","K01907",3225,"Morning",0.170201970650273,"Afternoon","Haptophyta_K01907","AACS, acsA"," acetoacetyl-CoA synthetase [EC:6.2.1.16]","Glyoxylate and dicarboxylate metabolism","eukaryotic",""
"2808","Haptophyta","K02925",4835,"Dusk",0.402379895890121,"Afternoon","Haptophyta_K02925",NA,NA,NA,"eukaryotic",""
"2809","Haptophyta","K12859",5170,"Dusk",0.353614246960765,"Afternoon","Haptophyta_K12859",NA,NA,NA,"eukaryotic",""
"2810","Haptophyta","K12442",5156,"Dusk",0.281711752926937,"Night","Haptophyta_K12442",NA,NA,NA,"eukaryotic",""
"2811","Haptophyta","K01011",5038,"Dusk",0.282918962589932,"Afternoon","Haptophyta_K01011","TST, MPST, sseA"," thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]","Cysteine and methionine metabolism","eukaryotic",""
"2812","Haptophyta","K00141",5127,"Dusk",0.167389272654808,"Afternoon","Haptophyta_K00141",NA,NA,NA,"eukaryotic",""
"2813","Haptophyta","K00658",4879,"Dusk",0.436268266041167,"Night","Haptophyta_K00658","DLST, sucB"," 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]","Citrate cycle (TCA cycle)","eukaryotic",""
"2814","Haptophyta","K00909",5034,"Dusk",0.445933895291347,"Afternoon","Haptophyta_K00909",NA,NA,NA,"eukaryotic",""
"2815","Haptophyta","K03868",5027,"Dusk",0.267010703019852,"Afternoon","Haptophyta_K03868",NA,NA,NA,"eukaryotic",""
"2816","Haptophyta","K03869",4703,"Dusk",0.284628028867649,"Afternoon","Haptophyta_K03869",NA,NA,NA,"eukaryotic",""
"2817","Haptophyta","K02202",4679,"Dusk",0.360116730358431,"Afternoon","Haptophyta_K02202",NA,NA,NA,"eukaryotic",""
"2818","Haptophyta","K00916",4677,"Dusk",0.251685075689048,"Afternoon","Haptophyta_K00916",NA,NA,NA,"eukaryotic",""
"2819","Haptophyta","K09551",4872,"Dusk",0.0995316515241757,"Afternoon","Haptophyta_K09551",NA,NA,NA,"eukaryotic",""
"2820","Haptophyta","K07376",4458,"Dusk",0.396390967374444,"Night","Haptophyta_K07376",NA,NA,NA,"eukaryotic",""
"2821","Haptophyta","K03921",3121,"Morning",0.273532439419607,"Night","Haptophyta_K03921",NA,NA,NA,"eukaryotic",""
"2822","Haptophyta","K00335",1774,"Afternoon",0.135192515682456,"Dusk","Haptophyta_K00335","nuoF"," NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]","Oxidative phosphorylation","eukaryotic",""
"2823","Haptophyta","K02706",1815,"Afternoon",0.268335281541248,"Dusk","Haptophyta_K02706","psbD"," photosystem II P680 reaction center D2 protein [EC:1.10.3.9]","Photosynthesis","eukaryotic",""
"2824","Haptophyta","K03934",4994,"Dusk",0.291817661001653,"Afternoon","Haptophyta_K03934","NDUFS1"," NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:7.1.1.2 1.6.99.3]","Oxidative phosphorylation","eukaryotic",""
"2825","Haptophyta","K08955",3113,"Morning",0.192409463816482,"Afternoon","Haptophyta_K08955",NA,NA,NA,"eukaryotic",""
"2826","Haptophyta","K07953",4614,"Dusk",0.24294171351877,"Afternoon","Haptophyta_K07953",NA,NA,NA,"eukaryotic",""
"2827","Haptophyta","K00012",4442,"Dusk",0.305796820992892,"Afternoon","Haptophyta_K00012","UGDH, ugd"," UDPglucose 6-dehydrogenase [EC:1.1.1.22]","Amino sugar and nucleotide sugar metabolism","eukaryotic",""
"2828","Haptophyta","K14555",4420,"Dusk",0.379753779028083,"Night","Haptophyta_K14555",NA,NA,NA,"eukaryotic",""
"2829","Haptophyta","K01673",3174,"Morning",0.315583780227858,"Afternoon","Haptophyta_K01673","cynT, can"," carbonic anhydrase [EC:4.2.1.1]","Carbon fixation in photosynthetic organisms","eukaryotic",""
"2830","Haptophyta","K06961",4871,"Dusk",0.221146424869601,"Afternoon","Haptophyta_K06961",NA,NA,NA,"eukaryotic",""
"2831","Haptophyta","K01676",4534,"Dusk",0.359794960588072,"Afternoon","Haptophyta_K01676",NA,NA,NA,"eukaryotic",""
"2832","Haptophyta","K09564",4423,"Dusk",0.313883883190348,"Afternoon","Haptophyta_K09564",NA,NA,NA,"eukaryotic",""
"2833","Haptophyta","K11275",4914,"Dusk",0.267646208077791,"Night","Haptophyta_K11275",NA,NA,NA,"eukaryotic",""
"2834","Haptophyta","K09565",4424,"Dusk",0.342345836309692,"Afternoon","Haptophyta_K09565",NA,NA,NA,"eukaryotic",""
"2835","Haptophyta","K10738",5081,"Dusk",0.300578787084317,"Afternoon","Haptophyta_K10738",NA,NA,NA,"eukaryotic",""
"2836","Haptophyta","K02935",652,"Night",0.0216589585321998,"Morning","Haptophyta_K02935","RP-L7, MRPL12, rplL"," large subunit ribosomal protein L7/L12","Ribosome","eukaryotic",""
"2837","Haptophyta","K17301",4475,"Dusk",0.344423323635915,"Afternoon","Haptophyta_K17301",NA,NA,NA,"eukaryotic",""
